CustomerID,Recency,Frequency,Monetary,Cluster,Segment
10073,140,7,1872.31,3,Occasional
10074,5,12,3274.36,2,Regular
10075,18,8,2286.28,1,At-Risk
10076,101,10,2690.51,1,At-Risk
10077,100,13,5868.4,0,High-Value
10078,57,10,3220.21,1,At-Risk
10079,12,18,6798.92,0,High-Value
10080,39,11,3372.53,2,Regular
10081,33,9,1500.8200000000002,1,At-Risk
10082,16,10,2402.63,1,At-Risk
10083,87,9,3785.39,2,Regular
10084,89,13,3497.97,2,Regular
10085,22,11,3480.3,2,Regular
10086,55,11,3612.83,2,Regular
10087,191,9,3449.68,3,Occasional
10088,15,10,3551.78,2,Regular
10089,96,11,3000.2,1,At-Risk
10090,1,13,3316.58,2,Regular
10091,32,9,1984.81,1,At-Risk
10092,1,14,4311.26,2,Regular
10093,46,16,4457.32,0,High-Value
10094,15,10,3383.48,2,Regular
10095,77,11,2876.86,1,At-Risk
10096,10,19,4205.06,0,High-Value
10097,32,11,2966.11,2,Regular
10098,30,12,3601.59,2,Regular
10099,31,15,5084.04,0,High-Value
10100,50,14,3263.46,2,Regular
10101,7,14,5767.79,0,High-Value
10102,21,12,3336.43,2,Regular
10103,27,7,1863.0,1,At-Risk
10104,86,11,2578.0,1,At-Risk
10105,61,15,4188.85,2,Regular
10106,25,17,4180.2,0,High-Value
10107,42,10,2437.15,1,At-Risk
10108,65,13,3156.42,2,Regular
10109,188,8,2438.55,3,Occasional
10110,20,13,3017.86,2,Regular
10111,46,12,3141.59,2,Regular
10112,38,15,3748.0,2,Regular
10113,74,5,1658.36,1,At-Risk
10114,226,12,3779.15,3,Occasional
10115,7,13,3133.33,2,Regular
10116,76,8,2177.93,1,At-Risk
10117,15,13,3843.26,2,Regular
10118,10,12,3565.4,2,Regular
10119,29,15,4803.74,0,High-Value
10120,42,12,3661.62,2,Regular
10121,33,13,4574.3099999999995,2,Regular
10122,26,11,2611.55,1,At-Risk
10123,70,13,3514.16,2,Regular
10124,111,10,3503.83,3,Occasional
10125,75,9,3276.09,1,At-Risk
10126,193,12,4151.69,3,Occasional
10127,119,8,2702.42,3,Occasional
10128,177,16,6352.68,0,High-Value
10129,7,9,1359.25,1,At-Risk
10130,50,11,1660.98,1,At-Risk
10131,50,11,3995.55,2,Regular
10132,50,13,3481.82,2,Regular
10133,2,13,4428.0,2,Regular
10134,264,7,2553.03,3,Occasional
10135,117,10,4350.86,3,Occasional
10136,79,12,4739.62,2,Regular
10137,8,18,4856.36,0,High-Value
10138,18,12,3473.73,2,Regular
10139,27,11,2966.21,2,Regular
10140,9,7,2188.4,1,At-Risk
10141,109,10,3232.34,3,Occasional
10142,17,10,2657.5,1,At-Risk
10143,66,13,4843.68,2,Regular
10144,34,8,2235.76,1,At-Risk
10145,30,14,3138.27,2,Regular
10146,20,12,3507.64,2,Regular
10147,6,10,2217.95,1,At-Risk
10148,76,16,5245.54,0,High-Value
10149,7,16,4947.06,0,High-Value
10150,97,6,1144.48,1,At-Risk
10151,20,16,4284.57,0,High-Value
10152,13,16,3844.2799999999997,2,Regular
10153,213,10,3194.58,3,Occasional
10154,44,12,2874.0299999999997,2,Regular
10155,11,6,2392.24,1,At-Risk
10156,77,9,2292.66,1,At-Risk
10157,42,8,2214.2400000000002,1,At-Risk
10158,2,10,3864.27,2,Regular
10159,22,12,3046.4500000000003,2,Regular
10160,61,12,2316.59,1,At-Risk
10161,129,11,3861.15,3,Occasional
10162,11,17,5254.9,0,High-Value
10163,23,10,3083.08,1,At-Risk
10164,73,11,2908.45,1,At-Risk
10165,42,11,4115.2300000000005,2,Regular
10166,63,14,4988.13,0,High-Value
10167,118,5,836.22,1,At-Risk
10168,6,15,4164.22,2,Regular
10169,39,5,1369.47,1,At-Risk
10170,45,9,3601.38,1,At-Risk
10171,196,11,3406.29,3,Occasional
10172,61,13,3568.6,2,Regular
10173,185,9,2402.4,3,Occasional
10174,21,14,3588.15,2,Regular
10175,28,9,2498.18,1,At-Risk
10176,108,13,3842.9,2,Regular
10177,1,11,2792.2000000000003,1,At-Risk
10178,12,14,3358.15,2,Regular
10179,5,12,3617.49,2,Regular
10180,59,12,2782.83,2,Regular
10181,23,16,3877.54,2,Regular
10182,87,16,3884.94,2,Regular
10183,4,10,3129.35,1,At-Risk
10184,97,10,3118.92,1,At-Risk
10185,53,10,3101.77,1,At-Risk
10186,37,15,4771.68,0,High-Value
10187,127,11,3347.62,3,Occasional
10188,36,10,2874.29,1,At-Risk
10189,17,10,3009.76,1,At-Risk
10190,83,7,1384.21,1,At-Risk
10191,302,8,2798.35,3,Occasional
10192,3,22,5257.07,0,High-Value
10193,71,10,2837.96,1,At-Risk
10194,27,15,4773.03,0,High-Value
10195,63,14,5217.04,0,High-Value
10196,23,7,2572.32,1,At-Risk
10197,48,12,3238.12,2,Regular
10198,27,11,2442.06,1,At-Risk
10199,36,13,4841.95,2,Regular
10200,47,8,2620.71,1,At-Risk
10201,152,14,4033.23,3,Occasional
10202,2,18,4898.55,0,High-Value
10203,81,11,3650.07,2,Regular
10204,113,9,1946.31,1,At-Risk
10205,112,7,1064.6200000000001,1,At-Risk
10206,53,13,4990.4,2,Regular
10207,102,14,4491.77,2,Regular
10208,34,14,4416.87,2,Regular
10209,148,20,5356.45,0,High-Value
10210,28,7,1850.72,1,At-Risk
10211,30,16,2913.94,2,Regular
10212,19,14,3946.0,2,Regular
10213,51,23,7436.76,0,High-Value
10214,31,10,3815.28,2,Regular
10215,42,11,2414.37,1,At-Risk
10216,192,14,5406.74,3,Occasional
10217,7,11,3330.2599999999998,2,Regular
10218,34,12,3799.72,2,Regular
10219,80,16,4999.4,0,High-Value
10220,17,12,3367.8,2,Regular
10221,55,12,3817.0699999999997,2,Regular
10222,61,11,3561.62,2,Regular
10223,48,12,3740.06,2,Regular
10224,94,15,5089.59,0,High-Value
10225,28,18,6701.65,0,High-Value
10226,5,15,5073.78,0,High-Value
10227,10,6,1823.15,1,At-Risk
10228,1,15,3547.34,2,Regular
10229,60,11,3094.0099999999998,2,Regular
10230,4,16,3862.44,2,Regular
10231,42,11,2663.91,1,At-Risk
10232,122,11,3654.11,3,Occasional
10233,117,15,3999.08,2,Regular
10234,112,10,3519.94,3,Occasional
10235,124,13,3744.2,2,Regular
10236,84,12,2416.64,1,At-Risk
10237,109,14,4813.75,0,High-Value
10238,38,7,1615.34,1,At-Risk
10239,108,9,2128.36,1,At-Risk
10240,67,12,3374.7,2,Regular
10241,54,11,2842.95,1,At-Risk
10242,25,15,4236.4,2,Regular
10243,31,20,6483.11,0,High-Value
10244,113,7,2451.07,1,At-Risk
10245,126,13,3536.1,3,Occasional
10246,85,14,4781.93,0,High-Value
10247,53,16,4455.2,0,High-Value
10248,48,16,5758.17,0,High-Value
10249,21,10,2864.04,1,At-Risk
10250,159,10,1794.99,3,Occasional
10251,31,8,1953.11,1,At-Risk
10252,35,13,3032.16,2,Regular
10253,36,10,3314.9900000000002,1,At-Risk
10254,48,15,5018.95,0,High-Value
10255,13,14,4018.9,2,Regular
10256,20,14,3972.73,2,Regular
10257,151,14,3168.58,3,Occasional
10258,79,8,1988.82,1,At-Risk
10259,132,7,2157.71,3,Occasional
10260,5,11,4654.37,2,Regular
10261,97,8,2097.14,1,At-Risk
10262,194,13,3361.7,3,Occasional
10263,106,15,3451.2,2,Regular
10264,114,13,4444.76,2,Regular
10265,31,9,3261.62,1,At-Risk
10266,41,12,2697.63,2,Regular
10267,200,5,1625.62,3,Occasional
10268,168,9,2580.93,3,Occasional
10269,29,15,4110.77,2,Regular
10270,30,11,3554.82,2,Regular
10271,110,13,2994.83,2,Regular
10272,34,14,5021.18,0,High-Value
10273,3,17,6709.86,0,High-Value
10274,177,14,5384.59,3,Occasional
10275,166,9,2779.9900000000002,3,Occasional
10276,63,16,4602.98,0,High-Value
10277,12,15,3649.2200000000003,2,Regular
10278,15,15,4716.45,0,High-Value
10279,38,10,1900.13,1,At-Risk
10280,8,15,4728.41,0,High-Value
10281,105,18,4411.26,0,High-Value
10282,15,6,1795.23,1,At-Risk
10283,2,13,5750.01,0,High-Value
10284,21,18,7081.88,0,High-Value
10285,5,10,2535.15,1,At-Risk
10286,51,18,4204.82,0,High-Value
10287,78,7,1928.8999999999999,1,At-Risk
10288,132,14,3681.82,3,Occasional
10289,46,14,4050.84,2,Regular
10290,17,14,2965.72,2,Regular
10291,284,10,2896.46,3,Occasional
10292,78,15,4003.24,2,Regular
10293,56,12,3805.68,2,Regular
10294,49,15,4753.26,0,High-Value
10295,12,8,1765.05,1,At-Risk
10296,84,8,2947.87,1,At-Risk
10297,220,12,2606.13,3,Occasional
10298,37,17,4700.9,0,High-Value
10299,2,9,3151.66,1,At-Risk
10300,55,12,2340.19,1,At-Risk
10301,15,18,5467.85,0,High-Value
10302,14,12,2556.79,1,At-Risk
10303,11,11,2348.97,1,At-Risk
10304,23,17,4682.13,0,High-Value
10305,2,18,6329.97,0,High-Value
10306,1,9,1631.64,1,At-Risk
10307,413,14,3070.19,3,Occasional
10308,23,12,2884.91,2,Regular
10309,83,8,2656.95,1,At-Risk
10310,28,9,2487.3,1,At-Risk
10311,4,10,3529.54,2,Regular
10312,38,17,4221.44,0,High-Value
10313,38,9,2406.36,1,At-Risk
10314,15,14,4455.53,2,Regular
10315,28,11,2492.91,1,At-Risk
10316,97,15,5589.12,0,High-Value
10317,109,12,3483.54,2,Regular
10318,155,7,1834.22,3,Occasional
10319,172,10,2841.32,3,Occasional
10320,45,8,2387.77,1,At-Risk
10321,36,7,1195.19,1,At-Risk
10322,18,18,4757.51,0,High-Value
10323,57,15,3426.87,2,Regular
10324,3,19,4876.13,0,High-Value
10325,30,8,2283.34,1,At-Risk
10326,24,13,3998.23,2,Regular
10327,41,13,4128.18,2,Regular
10328,94,5,1375.52,1,At-Risk
10329,53,9,2178.94,1,At-Risk
10330,34,12,2889.16,2,Regular
10331,12,8,2523.59,1,At-Risk
10332,51,11,3644.28,2,Regular
10333,36,8,1641.74,1,At-Risk
10334,65,8,2245.92,1,At-Risk
10335,8,16,4838.53,0,High-Value
10336,83,10,3508.54,2,Regular
10337,97,16,4215.8,0,High-Value
10338,78,13,2945.96,2,Regular
10339,22,14,4287.92,2,Regular
10340,45,12,3187.25,2,Regular
10341,102,10,1944.47,1,At-Risk
10342,22,16,3677.9300000000003,2,Regular
10343,4,14,4025.34,2,Regular
10344,138,9,2483.86,3,Occasional
10345,8,10,2919.41,1,At-Risk
10346,6,14,4230.45,2,Regular
10347,80,17,4617.66,0,High-Value
10348,13,14,4108.86,2,Regular
10349,53,16,5332.16,0,High-Value
10350,100,6,877.21,1,At-Risk
10351,7,14,3547.64,2,Regular
10352,24,8,2722.77,1,At-Risk
10353,72,11,2639.49,1,At-Risk
10354,41,12,3452.9900000000002,2,Regular
10355,34,14,3428.92,2,Regular
10356,13,10,4138.15,2,Regular
10357,35,11,2841.4,1,At-Risk
10358,16,16,4738.17,0,High-Value
10359,31,10,2714.68,1,At-Risk
10360,76,9,3188.44,1,At-Risk
10361,5,16,3646.42,2,Regular
10362,6,14,4537.4800000000005,2,Regular
10363,114,8,2750.82,3,Occasional
10364,96,8,1951.99,1,At-Risk
10365,95,15,3831.51,2,Regular
10366,119,8,3067.16,3,Occasional
10367,66,14,5509.25,0,High-Value
10368,16,15,4825.83,0,High-Value
10369,25,18,3613.85,0,High-Value
10370,23,10,3361.75,2,Regular
10371,99,6,2113.51,1,At-Risk
10372,52,14,3961.31,2,Regular
10373,43,14,4250.68,2,Regular
10374,1,10,2001.98,1,At-Risk
10375,40,6,2536.85,1,At-Risk
10376,33,13,2741.56,2,Regular
10377,77,12,3005.73,2,Regular
10378,72,10,2891.2200000000003,1,At-Risk
10379,47,17,6083.8,0,High-Value
10380,95,11,3333.2,2,Regular
10381,11,16,4591.82,0,High-Value
10382,31,17,4134.6,0,High-Value
10383,66,12,2978.47,2,Regular
10384,4,16,5323.44,0,High-Value
10385,4,3,641.81,1,At-Risk
10386,30,12,3306.85,2,Regular
10387,78,13,4578.74,2,Regular
10388,141,13,2668.78,3,Occasional
10389,10,11,2849.66,1,At-Risk
10390,341,7,1460.69,3,Occasional
10391,52,11,3064.49,2,Regular
10392,5,14,4133.62,2,Regular
10393,24,12,3241.89,2,Regular
10394,7,11,3372.74,2,Regular
10395,18,11,3461.18,2,Regular
10396,46,11,3897.07,2,Regular
10397,89,9,2026.8999999999999,1,At-Risk
10398,56,4,359.55,1,At-Risk
10399,19,11,4003.8900000000003,2,Regular
10400,36,10,2349.93,1,At-Risk
10401,27,15,2944.18,2,Regular
10402,9,11,1718.08,1,At-Risk
10403,41,11,1798.4,1,At-Risk
10404,144,10,3024.89,3,Occasional
10405,27,8,2895.9,1,At-Risk
10406,13,18,7422.74,0,High-Value
10407,28,9,1195.6799999999998,1,At-Risk
10408,111,14,4911.26,0,High-Value
10409,1,14,4184.75,2,Regular
10410,1,7,2600.11,1,At-Risk
10411,107,13,3143.55,2,Regular
10412,1,7,1400.71,1,At-Risk
10413,29,14,2548.15,2,Regular
10414,14,11,3081.86,2,Regular
10415,14,12,1603.5,1,At-Risk
10416,10,11,3058.42,2,Regular
10417,2,11,2309.84,1,At-Risk
10418,98,16,3641.38,2,Regular
10419,15,15,3796.4700000000003,2,Regular
10420,83,15,4031.06,2,Regular
10421,26,12,3905.93,2,Regular
10422,18,10,3104.76,1,At-Risk
10423,296,13,4499.59,3,Occasional
10424,35,16,3921.85,2,Regular
10425,31,14,3344.14,2,Regular
10426,24,10,1658.25,1,At-Risk
10427,29,15,4515.16,0,High-Value
10428,60,17,3671.5,2,Regular
10429,77,18,5344.75,0,High-Value
10430,33,18,4168.38,0,High-Value
10431,159,11,3385.87,3,Occasional
10432,176,11,4198.04,3,Occasional
10433,69,22,7640.62,0,High-Value
10434,101,17,4485.35,0,High-Value
10435,220,5,1487.47,3,Occasional
10436,128,14,3809.01,2,Regular
10437,89,8,1842.21,1,At-Risk
10438,6,14,4029.04,2,Regular
10439,88,11,3441.09,2,Regular
10440,30,13,3812.37,2,Regular
10441,83,12,2173.85,1,At-Risk
10442,1,16,4377.24,0,High-Value
10443,311,7,1542.23,3,Occasional
10444,111,7,2024.9099999999999,1,At-Risk
10445,1,15,2915.66,2,Regular
10446,417,11,3347.79,3,Occasional
10447,80,13,2889.45,2,Regular
10448,41,13,3050.91,2,Regular
10449,15,12,3676.79,2,Regular
10450,158,13,4831.46,3,Occasional
10451,51,13,4501.47,2,Regular
10452,29,13,2993.64,2,Regular
10453,147,13,3906.13,3,Occasional
10454,23,14,4157.19,2,Regular
10455,155,13,4168.4,3,Occasional
10456,82,11,3569.88,2,Regular
10457,105,11,3047.42,3,Occasional
10458,26,15,3984.75,2,Regular
10459,95,16,4975.27,0,High-Value
10460,15,13,3373.02,2,Regular
10461,58,10,2170.87,1,At-Risk
10462,45,10,2616.36,1,At-Risk
10463,36,13,3477.71,2,Regular
10464,45,13,3449.46,2,Regular
10465,189,12,4117.47,3,Occasional
10466,29,10,3567.34,2,Regular
10467,12,15,6837.15,0,High-Value
10468,9,14,4181.99,2,Regular
10469,40,15,4177.3,2,Regular
10470,74,13,4039.4300000000003,2,Regular
10471,1,12,3462.74,2,Regular
10472,10,10,3199.09,1,At-Risk
10473,40,17,3318.15,2,Regular
10474,54,13,3523.23,2,Regular
10475,73,9,2044.54,1,At-Risk
10476,25,8,1910.13,1,At-Risk
10477,100,14,3152.52,2,Regular
10478,19,13,3318.07,2,Regular
10479,109,10,2758.19,1,At-Risk
10480,1,12,3251.39,2,Regular
10481,54,23,6536.79,0,High-Value
10482,18,11,3493.33,2,Regular
10483,28,9,2227.2,1,At-Risk
10484,2,17,5874.46,0,High-Value
10485,101,12,4299.24,2,Regular
10486,34,11,4034.54,2,Regular
10487,44,7,2476.44,1,At-Risk
10488,4,19,6233.66,0,High-Value
10489,60,9,2785.39,1,At-Risk
10490,11,17,5994.19,0,High-Value
10491,40,11,3833.8,2,Regular
10492,64,10,2428.75,1,At-Risk
10493,3,14,3294.14,2,Regular
10494,80,11,2510.17,1,At-Risk
10495,53,16,6365.32,0,High-Value
10496,3,19,4494.02,0,High-Value
10497,5,13,3553.79,2,Regular
10498,93,14,4751.43,0,High-Value
10499,15,11,4226.04,2,Regular
10500,72,11,1978.04,1,At-Risk
10501,21,10,2694.43,1,At-Risk
10502,87,16,5883.07,0,High-Value
10503,190,12,2601.55,3,Occasional
10504,102,13,5861.13,0,High-Value
10505,18,15,5361.87,0,High-Value
10506,59,13,2989.95,2,Regular
10507,26,9,3401.4900000000002,1,At-Risk
10508,176,9,2376.3,3,Occasional
10509,41,14,3664.93,2,Regular
10510,72,10,2240.28,1,At-Risk
10511,8,17,4338.9400000000005,0,High-Value
10512,60,11,3132.49,2,Regular
10513,57,18,6763.3,0,High-Value
10514,36,13,2376.19,2,Regular
10515,14,6,1055.85,1,At-Risk
10516,46,8,1760.38,1,At-Risk
10517,84,9,3832.21,2,Regular
10518,34,15,3677.65,2,Regular
10519,7,9,1319.54,1,At-Risk
10520,19,8,3033.73,1,At-Risk
10521,63,14,5437.09,0,High-Value
10522,47,15,5946.61,0,High-Value
10523,109,13,4496.82,2,Regular
10524,112,15,2934.28,2,Regular
10525,69,5,1414.81,1,At-Risk
10526,1,13,4413.38,2,Regular
10527,5,15,3586.48,2,Regular
10528,111,14,3060.9,2,Regular
10529,139,11,3666.48,3,Occasional
10530,51,13,3682.2,2,Regular
10531,25,15,5299.49,0,High-Value
10532,52,8,1764.81,1,At-Risk
10533,21,12,3239.58,2,Regular
10534,212,11,2323.8,3,Occasional
10535,130,9,2304.32,3,Occasional
10536,156,11,3784.72,3,Occasional
10537,172,11,3449.82,3,Occasional
10538,18,14,4518.15,2,Regular
10539,22,16,4340.74,0,High-Value
10540,112,10,3578.13,3,Occasional
10541,46,13,2223.25,1,At-Risk
10542,22,16,4347.24,0,High-Value
10543,126,17,6211.99,0,High-Value
10544,33,10,3498.67,2,Regular
10545,13,14,4004.7599999999998,2,Regular
10546,158,12,4119.44,3,Occasional
10547,57,16,4096.89,0,High-Value
10548,47,19,3804.8,0,High-Value
10549,41,17,3997.37,0,High-Value
10550,107,13,2639.2200000000003,2,Regular
10551,57,11,3353.29,2,Regular
10552,46,9,2934.5,1,At-Risk
10553,7,11,2509.58,1,At-Risk
10554,21,11,2609.4700000000003,1,At-Risk
10555,2,15,4367.82,2,Regular
10556,51,9,2435.28,1,At-Risk
10557,6,10,2902.04,1,At-Risk
10558,60,12,3309.4,2,Regular
10559,184,6,1563.1,3,Occasional
10560,146,11,3155.08,3,Occasional
10561,80,8,2178.7799999999997,1,At-Risk
10562,8,18,5047.54,0,High-Value
10563,54,14,3487.94,2,Regular
10564,21,10,3362.71,2,Regular
10565,30,6,2287.11,1,At-Risk
10566,179,8,2694.53,3,Occasional
10567,43,10,2267.55,1,At-Risk
10568,64,10,3074.12,1,At-Risk
10569,73,10,2515.12,1,At-Risk
10570,119,16,3504.88,2,Regular
10571,243,9,2970.08,3,Occasional
10572,67,14,4713.81,0,High-Value
10573,29,9,2952.37,1,At-Risk
10574,20,17,6462.46,0,High-Value
10575,96,13,4025.27,2,Regular
10576,149,17,3551.88,3,Occasional
10577,102,8,2608.0,1,At-Risk
10578,20,10,2524.72,1,At-Risk
10579,186,9,2377.75,3,Occasional
10580,28,16,5535.13,0,High-Value
10581,12,14,3629.74,2,Regular
10582,46,12,5031.84,2,Regular
10583,3,13,2535.65,2,Regular
10584,10,17,3923.42,0,High-Value
10585,49,11,3969.2799999999997,2,Regular
10586,76,16,4870.08,0,High-Value
10587,146,11,3107.86,3,Occasional
10588,73,13,3717.93,2,Regular
10589,4,13,3022.48,2,Regular
10590,19,11,2644.5299999999997,1,At-Risk
10591,118,10,1271.11,1,At-Risk
10592,107,13,2885.29,2,Regular
10593,8,19,6092.97,0,High-Value
10594,32,16,3556.22,2,Regular
10595,24,15,3849.96,2,Regular
10596,37,20,4836.63,0,High-Value
10597,3,8,2223.12,1,At-Risk
10598,67,7,2232.43,1,At-Risk
10599,13,13,4751.04,2,Regular
10600,20,12,4873.71,2,Regular
10601,101,8,2398.49,1,At-Risk
10602,104,9,1043.44,1,At-Risk
10603,6,15,3662.9700000000003,2,Regular
10604,43,12,3274.48,2,Regular
10605,94,10,2902.7599999999998,1,At-Risk
10606,78,13,4213.95,2,Regular
10607,68,15,5144.64,0,High-Value
10608,2,11,2865.37,1,At-Risk
10609,15,12,3990.66,2,Regular
10610,39,10,3701.0,2,Regular
10611,49,12,3389.15,2,Regular
10612,30,9,3033.39,1,At-Risk
10613,185,10,3516.48,3,Occasional
10614,57,13,2877.16,2,Regular
10615,196,11,3334.37,3,Occasional
10616,91,9,2082.78,1,At-Risk
10617,41,14,4752.93,0,High-Value
10618,3,16,5205.18,0,High-Value
10619,88,11,2368.84,1,At-Risk
10620,85,16,3175.41,2,Regular
10621,104,11,2441.89,1,At-Risk
10622,84,9,2934.94,1,At-Risk
10623,19,13,3894.89,2,Regular
10624,142,7,1598.21,3,Occasional
10625,338,11,1944.85,3,Occasional
10626,59,19,5717.4800000000005,0,High-Value
10627,3,11,2614.33,1,At-Risk
10628,24,15,4071.67,2,Regular
10629,5,14,5012.16,0,High-Value
10630,13,21,6043.24,0,High-Value
10631,1,13,2980.13,2,Regular
10632,94,10,2855.33,1,At-Risk
10633,43,17,5128.64,0,High-Value
10634,68,15,6043.14,0,High-Value
10635,28,7,1584.0,1,At-Risk
10636,29,8,3824.75,1,At-Risk
10637,47,12,3303.75,2,Regular
10638,97,8,1704.1,1,At-Risk
10639,22,15,3752.08,2,Regular
10640,42,8,2725.79,1,At-Risk
10641,183,13,3855.5,3,Occasional
10642,67,13,3233.47,2,Regular
10643,92,9,1614.54,1,At-Risk
10644,39,13,4889.2300000000005,2,Regular
10645,3,12,3581.14,2,Regular
10646,143,12,3803.63,3,Occasional
10647,81,16,5246.52,0,High-Value
10648,85,11,3526.6,2,Regular
10649,288,6,1984.3200000000002,3,Occasional
10650,17,12,4134.81,2,Regular
10651,216,10,3402.61,3,Occasional
10652,70,14,3420.34,2,Regular
10653,69,9,1899.05,1,At-Risk
10654,141,16,4238.16,0,High-Value
10655,18,12,3420.08,2,Regular
10656,90,13,3028.32,2,Regular
10657,78,10,2769.37,1,At-Risk
10658,295,8,2695.41,3,Occasional
10659,46,11,2352.27,1,At-Risk
10660,43,15,3809.33,2,Regular
10661,92,12,2714.15,2,Regular
10662,11,18,4596.36,0,High-Value
10663,64,11,3298.64,2,Regular
10664,93,9,963.37,1,At-Risk
10665,125,12,3298.94,3,Occasional
10666,117,14,4431.39,2,Regular
10667,241,14,3998.25,3,Occasional
10668,11,13,4060.99,2,Regular
10669,2,9,1838.21,1,At-Risk
10670,191,8,2614.07,3,Occasional
10671,34,5,2076.92,1,At-Risk
10672,9,12,3867.5,2,Regular
10673,145,9,2235.08,3,Occasional
10674,5,10,2841.95,1,At-Risk
10675,102,12,3839.76,2,Regular
10676,35,14,4846.75,0,High-Value
10677,100,9,1944.51,1,At-Risk
10678,8,16,3727.28,2,Regular
10679,147,9,2051.74,3,Occasional
10680,28,13,2141.9700000000003,1,At-Risk
10681,27,13,4748.2,2,Regular
10682,32,16,4077.41,2,Regular
10683,19,17,4655.73,0,High-Value
10684,15,11,3317.69,2,Regular
10685,62,14,4329.31,2,Regular
10686,1,18,3816.16,0,High-Value
10687,120,15,3613.11,2,Regular
10688,18,7,1642.72,1,At-Risk
10689,38,13,3967.08,2,Regular
10690,109,10,1606.08,1,At-Risk
10691,24,20,4735.39,0,High-Value
10692,343,12,3596.06,3,Occasional
10693,12,9,2719.72,1,At-Risk
10694,61,4,1674.41,1,At-Risk
10695,60,13,4723.03,2,Regular
10696,9,12,3520.9700000000003,2,Regular
10697,129,8,1863.17,3,Occasional
10698,5,15,4865.42,0,High-Value
10699,43,16,4323.65,0,High-Value
10700,29,14,2998.82,2,Regular
10701,53,13,2390.86,2,Regular
10702,100,7,1216.0,1,At-Risk
10703,69,17,7169.01,0,High-Value
10704,18,8,2292.48,1,At-Risk
10705,37,8,2592.04,1,At-Risk
10706,101,8,3190.61,1,At-Risk
10707,94,13,3656.96,2,Regular
10708,7,10,1757.02,1,At-Risk
10709,31,20,4800.37,0,High-Value
10710,83,12,3843.72,2,Regular
10711,103,19,4970.8,0,High-Value
10712,116,13,3331.5,2,Regular
10713,59,14,3699.6099999999997,2,Regular
10714,30,11,3380.17,2,Regular
10715,48,10,2525.91,1,At-Risk
10716,8,10,2080.91,1,At-Risk
10717,6,13,4342.37,2,Regular
10718,6,12,3427.34,2,Regular
10719,44,12,2276.67,1,At-Risk
10720,116,12,2623.85,3,Occasional
10721,111,8,1636.56,1,At-Risk
10722,11,9,2136.86,1,At-Risk
10723,75,14,4671.74,2,Regular
10724,3,17,4128.76,0,High-Value
10725,6,11,3539.11,2,Regular
10726,28,18,3746.23,0,High-Value
10727,31,12,3057.7400000000002,2,Regular
